代號	名稱	標的代號	標的名稱	股數／單位數	投資比率(%)
98639496	國泰泰享退系列2039目標日期組合-新台幣A	US46090E1038	Invesco QQQ Trust Series 1	12138	6.6
98639496	國泰泰享退系列2039目標日期組合-新台幣A	US9220427424	VANGUARD-TOT WOR	37862	5.97
98639496	國泰泰享退系列2039目標日期組合-新台幣A	LU1093406939	安聯全球多元投資風格股票基金-IT累積類股(美元)	2045.515	5.77
98639496	國泰泰享退系列2039目標日期組合-新台幣A	IE00B02SDH94	PIMCO短年期債券基金-機構H級類別(累積股份)	273303.777	5.22
98639493	國泰泰享退系列2049目標日期組合-新台幣A	US9220427424	VANGUARD-TOT WOR	79454	9.72
98639493	國泰泰享退系列2049目標日期組合-新台幣A	LU0248060658	摩根基金 - 美國價值基金(美元) - I股(累計)	19483.706	7.17
98639493	國泰泰享退系列2049目標日期組合-新台幣A	US46090E1038	Invesco QQQ Trust Series 1	15320	6.46
98639493	國泰泰享退系列2049目標日期組合-新台幣A	LU1093406939	安聯全球多元投資風格股票基金-IT累積類股(美元)	2553.074	5.59
98639493	國泰泰享退系列2049目標日期組合-新台幣A	LU1041600930	摩根環球債券收益美元Ｉ股累計	37032.205	5.11
14705562	國泰科技生化	8046	南電	584000	8.67
14705562	國泰科技生化	3228	金麗科	721000	8.58
14705562	國泰科技生化	2330	台積電	463000	7.92
14705562	國泰科技生化	2303	聯電	3557000	5.25
14705562	國泰科技生化	3680	家登	707704	5.12
98639888	國泰網路資安ETF	IL0010824113	CHECK POINT SOFTWARE TECH		2.76
98639888	國泰網路資安ETF	US6687711084	NORTONLIFELOCK INC		2.5
98639888	國泰網路資安ETF	IL0010834765	RADWARE LTD		2.48
98639888	國泰網路資安ETF	US5626621065	MANDIANT INC		2.45
98639888	國泰網路資安ETF	US48203R1041	JUNIPER NETWORKS INC		2.41
98640902	國泰美國ESG-新台幣	US5949181045	MICROSOFT CORP		3.4
98640902	國泰美國ESG-新台幣	US0378331005	APPLE INC		2.88
98640902	國泰美國ESG-新台幣	US1491231015	CATERPILLAR INC		2.83
98640902	國泰美國ESG-新台幣	US67066G1040	NVIDIA CORP		2.78
98640902	國泰美國ESG-新台幣	US8574771031	STATE ST CORP		2.68
98638195	國泰美國ETF傘型之道瓊工業平均指數	US91324P1021	UNITEDHEALTH GROUP INC		8.56
98638195	國泰美國ETF傘型之道瓊工業平均指數	US38141G1040	GOLDMAN SACHS GROUP INC		6.3
98638195	國泰美國ETF傘型之道瓊工業平均指數	US4370761029	HOME DEPOT INC		5.7
98638195	國泰美國ETF傘型之道瓊工業平均指數	US5949181045	MICROSOFT CORP		5.35
98638195	國泰美國ETF傘型之道瓊工業平均指數	US5801351017	McDonalds Corp		4.49
98638194	國泰美國ETF傘型之道瓊工業平均指數單日反向1倍	98636577	中國信託華盈貨幣市場	9006575.2	4.74
98638340	國泰美國債券ETF傘型之彭博巴克萊20年期(以上)美國公債指數	US912810SX72	US TREASURY N/B		5.12
98638340	國泰美國債券ETF傘型之彭博巴克萊20年期(以上)美國公債指數	US912810SZ21	US TREASURY N/B		4.64
98638340	國泰美國債券ETF傘型之彭博巴克萊20年期(以上)美國公債指數	US912810SU34	US TREASURY N/B		4.52
98638340	國泰美國債券ETF傘型之彭博巴克萊20年期(以上)美國公債指數	US912810TB44	US TREASURY N/B		4.2
98638340	國泰美國債券ETF傘型之彭博巴克萊20年期(以上)美國公債指數	US912810SS87	US TREASURY N/B		3.81
98639711	國泰美國多重收益平衡-新台幣A(不配息)	US0378331005	APPLE INC		2.73
98639711	國泰美國多重收益平衡-新台幣A(不配息)	US5949181045	MICROSOFT CORP		2.56
98639711	國泰美國多重收益平衡-新台幣A(不配息)	US9229087443	VANGUARD VALUE ETF	18151	2.42
98639711	國泰美國多重收益平衡-新台幣A(不配息)	US02079K1079	ALPHABET INC-CL C		2.15
98639711	國泰美國多重收益平衡-新台幣A(不配息)	US91282CAJ09	US TREASURY N/B		1.75
98639710	國泰美國收益傘型之美國短期公債ETF	US912828M805	US TREASURY N/B		4.4
98639710	國泰美國收益傘型之美國短期公債ETF	US912828TY62	US TREASURY N/B		4.39
98639710	國泰美國收益傘型之美國短期公債ETF	US91282CBG50	US TREASURY N/B		4.32
98639710	國泰美國收益傘型之美國短期公債ETF	US912828N308	US TREASURY N/B		3.67
98639710	國泰美國收益傘型之美國短期公債ETF	US91282CAG69	US TREASURY N/B		3.62
98639276	國泰美國費城半導體	US11135F1012	BROADCOM INC		9.35
98639276	國泰美國費城半導體	US4581401001	INTEL CORP		8.54
98639276	國泰美國費城半導體	US7475251036	QUALCOMM INC		8.34
98639276	國泰美國費城半導體	US0079031078	ADVANCED MICRO DEVICES		6.73
98639276	國泰美國費城半導體	US67066G1040	NVIDIA CORP		6.51
98640783	國泰豐益債券組合-新台幣	LU0430494889	摩根環球短債基金	205324.182	11.92
98640783	國泰豐益債券組合-新台幣	LU1041600930	摩根環球債券收益美元Ｉ股累計	16810.523	9.43
98640783	國泰豐益債券組合-新台幣	IE00B23Z9K88	美盛西方資產美國高收益債券基金優類股美元累積型	9971.147	9.15
98640783	國泰豐益債券組合-新台幣	US78467V6083	SPDR SENIOR LOAN	36960	8.29
98640783	國泰豐益債券組合-新台幣	LU0468140883	摩根環球高收益債券基金(美元) - I股(累計)	6230	6.83
98638829	國泰趨勢ETF傘型之富時新興市場	2330	台積電	20000	7.4
98638829	國泰趨勢ETF傘型之富時新興市場	KYG875721634	TENCENT HOLDINGS LTD		4.76
98638829	國泰趨勢ETF傘型之富時新興市場	KYG017191142	ALIBABA GROUP HOLDING LTD		2.76
98638829	國泰趨勢ETF傘型之富時新興市場	US92189F4037	VANECK RUSSIA ETF	6100	1.64
98638829	國泰趨勢ETF傘型之富時新興市場	INE002A01018	RELIANCE INDUSTRIES LTD		1.52
98638832	國泰趨勢ETF傘型之納斯達克全球人工智慧及機器人	IL0010811243	ELBIT SYSTEMS LTD		2.51
98638832	國泰趨勢ETF傘型之納斯達克全球人工智慧及機器人	US1717793095	CIENA CORP		2.43
98638832	國泰趨勢ETF傘型之納斯達克全球人工智慧及機器人	US6974351057	Palo Alto Networks Inc		2.22
98638832	國泰趨勢ETF傘型之納斯達克全球人工智慧及機器人	GB00B0WMWD03	QINETIQ GROUP PLC		2.17
98638832	國泰趨勢ETF傘型之納斯達克全球人工智慧及機器人	GB00BYQ0HV16	BLUE PRISM GROUP PLC		2.11
98638828	國泰趨勢ETF傘型之臺韓科技	KR7005930003	SAMSUNG ELECTRONICS CO LTD		19.51
98638828	國泰趨勢ETF傘型之臺韓科技	2330	台積電	46000	19.3
98638828	國泰趨勢ETF傘型之臺韓科技	2454	聯發科	9000	6.78
98638828	國泰趨勢ETF傘型之臺韓科技	KR7000660001	SK HYNIX INC		6.1
98638828	國泰趨勢ETF傘型之臺韓科技	2317	鴻海	71000	5.08
98639147	大華銀2023年到期先進新興伊斯蘭國家債券-美元A	XS1757821761	DIB Sukuk Ltd		7.05
98639147	大華銀2023年到期先進新興伊斯蘭國家債券-美元A	XS1800010693	ADCB Finance Cayman Ltd		6.45
98639147	大華銀2023年到期先進新興伊斯蘭國家債券-美元A	XS0866438475	Ooredoo International Finance Ltd		5.33
98639147	大華銀2023年到期先進新興伊斯蘭國家債券-美元A	US71654QBG64	Petroleos Mexicanos		5.28
98639147	大華銀2023年到期先進新興伊斯蘭國家債券-美元A	XS0860582435	Development Bank of Kazakhstan JSC		4.86
98639903	大華銀七年到期新興市場債券-TWDA	USP29595AB42	Comision Federal de Electricidad		6.97
98639903	大華銀七年到期新興市場債券-TWDA	XS1983289791	Africa Finance Corp		6.51
98639903	大華銀七年到期新興市場債券-TWDA	US279158AL39	Ecopetrol SA		6.43
98639903	大華銀七年到期新興市場債券-TWDA	USY7133MAC39	Pelabuhan Indonesia II PT		4.75
98639903	大華銀七年到期新興市場債券-TWDA	XS2114850949	QNB Finance Ltd		4.59
98639344	大華銀三至五年機動到期新興市場債券-USDA	USY7136YAA83	Perusahaan Gas Negara Persero Tbk PT		7.09
98639344	大華銀三至五年機動到期新興市場債券-USDA	USP30179AM09	Comision Federal de Electricidad		5.7
98639344	大華銀三至五年機動到期新興市場債券-USDA	US20259DAA54	Commerzbank AG		4.54
98639344	大華銀三至五年機動到期新興市場債券-USDA	XS1056232322	Oil India Ltd		4.45
98639344	大華銀三至五年機動到期新興市場債券-USDA	USY7133MAC39	Pelabuhan Indonesia II PT		4.35
98639435	大華銀三至六年機動到期先進新興伊斯蘭國家債券-USDA	USY7133MAC39	Pelabuhan Indonesia II PT		5.5
98639435	大華銀三至六年機動到期先進新興伊斯蘭國家債券-USDA	XS1983289791	Africa Finance Corp		5.2
98639435	大華銀三至六年機動到期先進新興伊斯蘭國家債券-USDA	US71568QAC15	Perusahaan Listrik Negara PT		4.5
98639435	大華銀三至六年機動到期先進新興伊斯蘭國家債券-USDA	XS1435072464	Abu Dhabi National Energy Co PJSC		4.5
98639435	大華銀三至六年機動到期先進新興伊斯蘭國家債券-USDA	US71654QBV32	Petroleos Mexicanos		4.28
98640511	大華銀亞洲ESG債券-TWDNB	XS2169280919	Bank Mandiri Persero Tbk PT		4.31
98640511	大華銀亞洲ESG債券-TWDNB	XS2043949200	Swire Pacific Mtn Financing HK Ltd		3.27
98640511	大華銀亞洲ESG債券-TWDNB	USG3066LAF88	ENN Energy Holdings Ltd		3.14
98640511	大華銀亞洲ESG債券-TWDNB	XS2226669617	Guangzhou Metro Investment Finance BVI Ltd		3.14
98640511	大華銀亞洲ESG債券-TWDNB	XS2208935374	Franshion Brilliant Ltd		2.27
98640258	大華銀四至六年機動到期全球投資等級債券-TWDB	XS1983289791	Africa Finance Corp		5.55
98640258	大華銀四至六年機動到期全球投資等級債券-TWDB	US71568QAE70	Perusahaan Listrik Negara PT		4.87
98640258	大華銀四至六年機動到期全球投資等級債券-TWDB	XS1372846003	NTPC Ltd		4.64
98640258	大華銀四至六年機動到期全球投資等級債券-TWDB	XS1636266832	Adani Ports & Special Economic Zone Ltd		4.41
98640258	大華銀四至六年機動到期全球投資等級債券-TWDB	XS1391575161	Adani Transmission Ltd		4.28
98640263	大華銀四至六年機動到期新興市場優質主權債券-TWDA	XS1983289791	Africa Finance Corp		4.39
98640263	大華銀四至六年機動到期新興市場優質主權債券-TWDA	XS1969593356	Sharjah Sukuk Program Ltd		4.36
98640263	大華銀四至六年機動到期新興市場優質主權債券-TWDA	XS1372846003	NTPC Ltd		4.27
98640263	大華銀四至六年機動到期新興市場優質主權債券-TWDA	US71568QAE70	Perusahaan Listrik Negara PT		4.18
98640263	大華銀四至六年機動到期新興市場優質主權債券-TWDA	US279158AL39	Ecopetrol SA		3.84
98638730	大華銀多元特別收益平衡-A類型	A09103	109央債甲3		8.35
98638730	大華銀多元特別收益平衡-A類型	2330	台積電	79000	8.08
98638730	大華銀多元特別收益平衡-A類型	1101B	台泥乙特	849000	7.48
98638730	大華銀多元特別收益平衡-A類型	2891B	中信金乙特	671000	7.26
98638730	大華銀多元特別收益平衡-A類型	2881B	富邦金乙特	655000	6.99
98640025	大華銀新加坡房地產收益-TWDA	SG1M51904654	CAPITALAND INTEGRATED COMMERCI		10
98640025	大華銀新加坡房地產收益-TWDA	SG1M77906915	ASCENDAS REAL ES		9.7
98640025	大華銀新加坡房地產收益-TWDA	SG1CI9000006	FRASERS LOGISTIC		7.54
98640025	大華銀新加坡房地產收益-TWDA	SG1S03926213	MAPLETREE LOG TR		6.52
98640025	大華銀新加坡房地產收益-TWDA	SG2C32962814	MAPLETREE INDUST		6.11
98638853	安本標準360多重資產收益A累積新臺幣	IE00B4L5Y983	ISH CORE MSCI WD	23110	9.28
98638853	安本標準360多重資產收益A累積新臺幣	IE00B2NPKV68	ISH JP $EM BD $D	15119	7.35
98638853	安本標準360多重資產收益A累積新臺幣	LU1551297861	安本標準新興市場債券基金 Z 月配息 美元	135051.967	5.39
98638853	安本標準360多重資產收益A累積新臺幣	US91282CDC29	(I)TII 0 1/8 10/15/26		4.56
98638853	安本標準360多重資產收益A累積新臺幣	US912828Z781	T 1 1/2 01/31/27		4.08
98637299	安本標準兩岸價值新臺幣	KYG875721634	TENCENT		9.06
98637299	安本標準兩岸價值新臺幣	KYG017191142	ALIBABA GROUP HO		6.05
98637299	安本標準兩岸價值新臺幣	CNE1000002M1	CM BANK-H		5.3
98637299	安本標準兩岸價值新臺幣	CNE0000018R8	KWEICHOW MOUTA-A		5.05
98637299	安本標準兩岸價值新臺幣	2330	台積電	17000	4.33
98639351	安本標準澳洲優選債券收益A累積新臺幣	AU3FN0056594	(V)ANVAU Float 10/06/80		4.95
98639351	安本標準澳洲優選債券收益A累積新臺幣	XS1649193072	SANTAN 4.8 07/19/27		4.75
98639351	安本標準澳洲優選債券收益A累積新臺幣	USQ60976AA78	MINAU 8 1/8 05/01/27		4.74
98639351	安本標準澳洲優選債券收益A累積新臺幣	XS1681539539	STOAU 4 1/8 09/14/27		4.72
98639351	安本標準澳洲優選債券收益A累積新臺幣	USQ8053LAA28	(V)SCGAU 4 3/4 09/24/80		4.69
98637059	安聯中國東協	KYG875721634	TENCENT HOLDINGS LTD		4.81
98637059	安聯中國東協	SG1L01001701	DBS GROUP HOLDINGS LTD		4.75
98637059	安聯中國東協	CNE1000002M1	CHINA MERCHANTS BANK CO LTD		4.69
98637059	安聯中國東協	ID1000109507	BANK CENTRAL ASIA TBK PT		3.85
98637059	安聯中國東協	HK0992009065	LENOVO GROUP LTD		3.7
98637003	安聯中國策略-新臺幣	CNE000000DH5	SHANXI XINGHUACUN FE		4.97
98637003	安聯中國策略-新臺幣	CNE100003662	CONTEMPORARY AMPEREX		4.38
98637003	安聯中國策略-新臺幣	CNE000001B33	CHINA MERCHANTS BANK		3.64
98637003	安聯中國策略-新臺幣	CNE100002BR3	YUNNAN ENERGY NEW MATERIAL CO		3.46
98637003	安聯中國策略-新臺幣	CNE000001DB6	CITIC SECURITIES CO-		3.35
98637838	安聯中華新思路-新臺幣	2330	台積電	341000	5.91
98637838	安聯中華新思路-新臺幣	3037	欣興	655000	4.77
98637838	安聯中華新思路-新臺幣	CNE100000TP3	LUXSHARE PRECISION I		4.53
98637838	安聯中華新思路-新臺幣	CNE100003662	CONTEMPORARY AMPEREX		4.05
98637838	安聯中華新思路-新臺幣	KYG875721634	TENCENT HOLDINGS LTD		3.74
98636906	安聯全球人口趨勢-A類型-新臺幣	US3390411052	FLEETCOR TECHNOLOGIE		4.64
98636906	安聯全球人口趨勢-A類型-新臺幣	US2166484020	COOPER COS INC/THE		4.44
98636906	安聯全球人口趨勢-A類型-新臺幣	US92826C8394	VISA INC-CLASS A SHARES		4.36
98636906	安聯全球人口趨勢-A類型-新臺幣	US7766961061	ROPER INDUSTRIES INC		4.33
98636906	安聯全球人口趨勢-A類型-新臺幣	US91324P1021	UNITEDHEALTH GROUP INC		4.32
98636605	安聯全球債券-A類型(累積)	XS2322827382	KFW		5.96
98636605	安聯全球債券-A類型(累積)	XS2290959860	YUEXIU REIT MTN CO		4.28
98636605	安聯全球債券-A類型(累積)	USY7140WAE85	INDONESIA ASAHAN ALUMINI		3.86
98636605	安聯全球債券-A類型(累積)	XS1969727491	INDIAN RAILWAY FINANCE		3.84
98636605	安聯全球債券-A類型(累積)	XS1590508153	ICBCIL FINANCE CO LTD		3.76
98636732	安聯全球新興市場	2330	台積電	135000	8.63
98636732	安聯全球新興市場	2881	富邦金	439867	3.5
98636732	安聯全球新興市場	CNE1000029W3	POSTAL SAVINGS BANK		3.18
98636732	安聯全球新興市場	2882	國泰金	470000	3.1
98636732	安聯全球新興市場	CNE1000002M1	CHINA MERCHANTS BANK CO LTD		3.09
98637031	安聯全球油礦金趨勢	US30231G1022	EXXON MOBIL CORP		5.55
98637031	安聯全球油礦金趨勢	US1667641005	CHEVRON CORP		4.72
98637031	安聯全球油礦金趨勢	US35671D8570	FREEPORT-MCMORAN COPPER		4.04
98637031	安聯全球油礦金趨勢	GB00BP6MXD84	SHELL PLC		3.3
98637031	安聯全球油礦金趨勢	US20825C1045	CONOCOPHILLIPS		3.11
14693593	安聯全球生技趨勢-新臺幣	US3755581036	GILEAD SCIENCES INC		5.3
14693593	安聯全球生技趨勢-新臺幣	US0311621009	AMGEN INC		5.16
14693593	安聯全球生技趨勢-新臺幣	IE00BQPVQZ61	HORIZON THERAPEUTICS PLC		4.76
14693593	安聯全球生技趨勢-新臺幣	GB0009895292	ASTRAZENECA PLC		4.72
14693593	安聯全球生技趨勢-新臺幣	US92532F1003	VERTEX PHARMACEUTICALS INC		4.55
98636835	安聯全球綠能趨勢	US88160R1014	TESLA MOTORS INC		2.73
98636835	安聯全球綠能趨勢	US6821891057	ON SEMICONDUCTOR COR		2.09
98636835	安聯全球綠能趨勢	US94106L1098	WASTE MANAGEMENT INC		2.07
98636835	安聯全球綠能趨勢	US00790R1041	ADVANCED DRAINAGE SY		2.04
98636835	安聯全球綠能趨勢	US30057T1051	EVOQUA WATER TECHNOL		2
98636939	安聯全球農金趨勢	US58470H1014	MEDIFAST INC		5.64
98636939	安聯全球農金趨勢	US0010841023	AGCO CORP		4.23
98636939	安聯全球農金趨勢	BMG169621056	BUNGE LTD		4.19
98636939	安聯全球農金趨勢	US2441991054	DEERE & CO		4.19
98636939	安聯全球農金趨勢	KYG2121Q1055	CHINA FEIHE LTD		3.68
17604124	安聯台灣大壩-A類型-新臺幣	3661	世芯-KY	2339000	9.76
17604124	安聯台灣大壩-A類型-新臺幣	2330	台積電	3545000	8.31
17604124	安聯台灣大壩-A類型-新臺幣	3037	欣興	7539000	7.43
17604124	安聯台灣大壩-A類型-新臺幣	3529	力旺	698000	5
17604124	安聯台灣大壩-A類型-新臺幣	3532	台勝科	4939000	4.93
98636953	安聯台灣智慧	3661	世芯-KY	1600000	10.85
98636953	安聯台灣智慧	3189	景碩	4823000	6.91
98636953	安聯台灣智慧	3035	智原	3547000	6.1
98636953	安聯台灣智慧	3529	力旺	514000	5.98
98636953	安聯台灣智慧	3037	欣興	3639000	5.83
18480065	安聯台灣科技	3529	力旺	1581000	10.24
18480065	安聯台灣科技	3035	智原	10500000	10.04
18480065	安聯台灣科技	3661	世芯-KY	2600000	9.81
18480065	安聯台灣科技	3532	台勝科	6423000	5.79
18480065	安聯台灣科技	2330	台積電	2700000	5.72
98640769	安聯四季回報債券組合-A類型(累積)-新臺幣	LU1041600930	IFIAU-JPMorgan Funds - Income Fund - JPM Income I	104368.551	7.21
98640769	安聯四季回報債券組合-A類型(累積)-新臺幣	IE00B2R34X65	PIMCO Funds: Global Investors Series plc Global Bo	691116.957	6.73
98640769	安聯四季回報債券組合-A類型(累積)-新臺幣	IE00B11XZ871	PIMCO Funds: Global Investors Series plc U.S. High	291171.374	6.05
98640769	安聯四季回報債券組合-A類型(累積)-新臺幣	LU1218206339	2069CC-Invesco Global Investment Grade Corporate B	724164.863	5.59
